text,intent,response
My WiFi is not working urgently,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
I need help because my print job is stuck,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
I need help because the mouse is not responding,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
I cannot sign in please,account_access,Verify your login details and contact the IT support team to check or restore your account access.
I need access to the company system please,account_access,Verify your login details and contact the IT support team to check or restore your account access.
My laptop screen is damaged urgently,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
IT support needed: please help me change my password,password_reset,Use the company password reset portal and follow the instructions to create a new password.
Someone sent me a suspicious attachment please,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
IT support needed: how can i unlock my account?,account_access,Verify your login details and contact the IT support team to check or restore your account access.
I need help because i cannot access my company email,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
I clicked a suspicious link urgently,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
Can you help me? i cannot connect to office wifi,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
I need help because how can i reset my password?,password_reset,Use the company password reset portal and follow the instructions to create a new password.
"Please help, how do i recover my password?",password_reset,Use the company password reset portal and follow the instructions to create a new password.
IT support needed: the mouse is not responding,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
How do I connect to VPN? please,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
IT support needed: please install an application on my laptop,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
"Please help, my document is not printing",printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
My document is not printing urgently,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
I need to reset my account password urgently,password_reset,Use the company password reset portal and follow the instructions to create a new password.
IT support needed: i received a suspicious email,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
I need help because how do i install microsoft office?,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
My system is freezing urgently,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
"Please help, my laptop cannot connect to wifi",wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
I need help because i have a network connection problem,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
IT support needed: someone sent me a suspicious attachment,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
My VPN connection failed please,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
I clicked a suspicious link,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
Can you help me? vpn is not connecting,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
I need help because i need access to the company system,account_access,Verify your login details and contact the IT support team to check or restore your account access.
How do I connect to VPN? please,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
I forgot my company login password please,password_reset,Use the company password reset portal and follow the instructions to create a new password.
I need help because my document is not printing,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
I need help because my account is locked,account_access,Verify your login details and contact the IT support team to check or restore your account access.
The system performance is poor please,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
I need help because i cannot sign in,account_access,Verify your login details and contact the IT support team to check or restore your account access.
I need help because my email is not working,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
My keyboard is not working,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
"Please help, my wifi is not working",wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
"Please help, my computer takes a long time to open applications",slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
Can you help me? i have a network connection problem,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
"Please help, my user account is disabled",account_access,Verify your login details and contact the IT support team to check or restore your account access.
Please help me connect to remote VPN,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
"Please help, how can i log in to the company vpn?",vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
"Please help, i cannot print a document",printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
"Please help, i need to report a cyber security issue",security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
Can you help me? how can i install software?,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
I cannot remember my login password please,password_reset,Use the company password reset portal and follow the instructions to create a new password.
I need help because i need to reset my account password,password_reset,Use the company password reset portal and follow the instructions to create a new password.
IT support needed: how can i log in to the company vpn?,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
I want to install a company-approved tool,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
I cannot connect to office WiFi urgently,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
IT support needed: how can i log in to the company vpn?,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
"Please help, please help with the printer",printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
My computer takes a long time to open applications urgently,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
The computer performance has become slow,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
I need help because i think this email is phishing,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
Can you help me? the printer is not working,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
I need help because i cannot print a document,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
I need access to the company system,account_access,Verify your login details and contact the IT support team to check or restore your account access.
I need help because please help with the printer,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
I need help because i cannot send an email,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
Can you help me? my login is blocked,account_access,Verify your login details and contact the IT support team to check or restore your account access.
My laptop is running slowly,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
Can IT help me install software? urgently,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
I need help because vpn is disconnected,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
"Please help, how do i recover my password?",password_reset,Use the company password reset portal and follow the instructions to create a new password.
Can you help me? my email is not working,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
Can you help me? please install an application on my laptop,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
How can I install software?,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
How do I report a security problem? please,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
Can you help me? my laptop is running slowly,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
IT support needed: how do i report a security problem?,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
Can you help me? why is my wireless connection slow?,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
Please install an application on my laptop,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
IT support needed: i found a possible security threat,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
IT support needed: my login is blocked,account_access,Verify your login details and contact the IT support team to check or restore your account access.
Can you help me? the computer performance has become slow,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
"Please help, my email is not working",email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
The monitor is not displaying anything,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
"Please help, my computer hardware is not working",hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
The monitor is not displaying anything please,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
IT support needed: the office printer is offline,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
"Please help, i need access to the company system",account_access,Verify your login details and contact the IT support team to check or restore your account access.
My computer takes a long time to open applications urgently,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
How can I connect to the printer? please,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
Can you help me? i clicked a suspicious link,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
My laptop is running slowly,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
What should I do with a suspicious email? urgently,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
Can you help me? how do i recover my password?,password_reset,Use the company password reset portal and follow the instructions to create a new password.
I need to report a cyber security issue urgently,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
The office printer is offline,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
"Please help, the monitor is not displaying anything",hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
I forgot my company login password,password_reset,Use the company password reset portal and follow the instructions to create a new password.
I need help because my wifi is not working,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
Can IT help me install software? please,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
Why is my laptop slow?,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
My computer takes a long time to open applications urgently,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
What should I do with a suspicious email? urgently,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
I need VPN access,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
How do I install Microsoft Office? please,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
I need to reset my account password,password_reset,Use the company password reset portal and follow the instructions to create a new password.
IT support needed: i forgot my company login password,password_reset,Use the company password reset portal and follow the instructions to create a new password.
Can you help me? my computer takes a long time to open applications,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
Please help with my email problem urgently,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
"Please help, the laptop battery is not charging",hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
"Please help, the office printer is offline",printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
My print job is stuck,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
"Please help, i cannot print a document",printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
I need help because my print job is stuck,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
I need help because how do i download approved software?,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
IT support needed: please install an application on my laptop,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
Can you help me? i have a hardware problem,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
What should I do with a suspicious email? urgently,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
My system is freezing,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
My mailbox is not loading urgently,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
Can you help me? my computer is very slow,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
Please help me connect to remote VPN urgently,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
I cannot access my account,account_access,Verify your login details and contact the IT support team to check or restore your account access.
IT support needed: my wifi is not working,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
I clicked a suspicious link urgently,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
Can you help me? my laptop is running slowly,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
Please help with the printer,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
IT support needed: my laptop is running slowly,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
Email is showing an error please,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
I need help because i need a new software application,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
I need help because email is showing an error,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
I need help because i cannot connect to office wifi,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
I need help because my wifi is not working,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
The monitor is not displaying anything,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
IT support needed: my computer is very slow,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
I need help because how do i install microsoft office?,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
I need help because please help with the printer,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
IT support needed: i need vpn access,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
I need help because my system is freezing,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
How do I recover my password?,password_reset,Use the company password reset portal and follow the instructions to create a new password.
VPN is disconnected urgently,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
Can you help me? please help with my email problem,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
Can you help me? i cannot access my company email,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
My laptop screen is damaged,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
Why is my laptop slow? urgently,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
Someone sent me a suspicious attachment please,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
I need to report a cyber security issue urgently,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
"Please help, email is showing an error",email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
Can you help me? my laptop screen is damaged,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
My laptop screen is damaged,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
"Please help, how can i unlock my account?",account_access,Verify your login details and contact the IT support team to check or restore your account access.
Please help with my email problem please,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
IT support needed: please help me access the application,account_access,Verify your login details and contact the IT support team to check or restore your account access.
I need help because my document is not printing,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
IT support needed: please help me access the application,account_access,Verify your login details and contact the IT support team to check or restore your account access.
What should I do with a suspicious email? urgently,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
My user account is disabled urgently,account_access,Verify your login details and contact the IT support team to check or restore your account access.
Can you help me? please install an application on my laptop,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
Why is my wireless connection slow? urgently,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
IT support needed: how do i install microsoft office?,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
"Please help, how can i install software?",software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
WiFi keeps disconnecting urgently,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
I forgot my company login password,password_reset,Use the company password reset portal and follow the instructions to create a new password.
Please install an application on my laptop,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
I need help because i cannot remember my login password,password_reset,Use the company password reset portal and follow the instructions to create a new password.
"Please help, my login is blocked",account_access,Verify your login details and contact the IT support team to check or restore your account access.
I need help because the mouse is not responding,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
The system performance is poor urgently,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
Can you help me? how can i install software?,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
VPN is disconnected,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
Can you help me? i cannot access my company email,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
My keyboard keys are not responding,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
"Please help, the laptop battery is not charging",hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
Please help me change my password,password_reset,Use the company password reset portal and follow the instructions to create a new password.
I need help because i cannot access the vpn,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
The internet connection is not working,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
Can you help me? i cannot print a document,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
"Please help, how do i recover my password?",password_reset,Use the company password reset portal and follow the instructions to create a new password.
Email is showing an error urgently,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
IT support needed: my document is not printing,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
My WiFi is not working urgently,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
IT support needed: my document is not printing,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
The system performance is poor,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
How do I install Microsoft Office?,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
"Please help, email is showing an error",email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
How can I connect to the printer?,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
I forgot my password,password_reset,Use the company password reset portal and follow the instructions to create a new password.
IT support needed: i cannot access the vpn,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
The office internet is down urgently,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
Can you help me? i found a possible security threat,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
I need help because i cannot send an email,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
How do I download approved software? please,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
My keyboard is not working,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
IT support needed: how do i report a security problem?,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
Can you help me? please help with the printer,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
Can you help me? please install an application on my laptop,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
I need help because i need a new software application,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
Why is my wireless connection slow?,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
"Please help, my laptop is running slowly",slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
"Please help, why is my laptop slow?",slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
I need help because i cannot send an email,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
IT support needed: the monitor is not displaying anything,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
I need VPN access please,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
I need help because the printer is showing an error,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
My computer is very slow please,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
The computer performance has become slow urgently,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
The computer performance has become slow please,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
Email is showing an error urgently,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
"Please help, someone sent me a suspicious attachment",security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
Can you help me? my account is locked,account_access,Verify your login details and contact the IT support team to check or restore your account access.
IT support needed: i clicked a suspicious link,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
Please help me connect to remote VPN urgently,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
What should I do with a suspicious email? urgently,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
Can you help me? the office printer is offline,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
Can you help me? please help with the printer,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
Can you help me? how do i connect to vpn?,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
Applications are taking too long to open please,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
Can you help me? vpn is not connecting,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
IT support needed: how do i report a security problem?,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
IT support needed: how do i download approved software?,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
The monitor is not displaying anything,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
The system performance is poor,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
My laptop cannot connect to WiFi,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
Can you help me? i want to install a company-approved tool,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
"Please help, i forgot my company login password",password_reset,Use the company password reset portal and follow the instructions to create a new password.
"Please help, the mouse is not responding",hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
I need help because why is my wireless connection slow?,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
IT support needed: my user account is disabled,account_access,Verify your login details and contact the IT support team to check or restore your account access.
I cannot access my company email urgently,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
The system performance is poor,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
How can I log in to the company VPN?,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
IT support needed: i cannot remember my login password,password_reset,Use the company password reset portal and follow the instructions to create a new password.
Can you help me? how do i recover my password?,password_reset,Use the company password reset portal and follow the instructions to create a new password.
I need to report a cyber security issue,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
"Please help, how can i reset my password?",password_reset,Use the company password reset portal and follow the instructions to create a new password.
IT support needed: my keyboard is not working,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
My document is not printing,printer_issue,"Check the printer connection and selected printer, then retry the print job. Contact IT support if the printer remains unavailable."
IT support needed: my email is not working,email_issue,"Check your internet connection and email credentials, then restart the email application. Contact IT support if the issue persists."
IT support needed: i found a possible security threat,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
My laptop screen is damaged,hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
IT support needed: my laptop cannot connect to wifi,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
"Please help, i have a hardware problem",hardware_issue,Check the device connections and restart the equipment. Create a hardware support ticket if the issue continues.
"Please help, my vpn connection failed",vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
IT support needed: i cannot remember my login password,password_reset,Use the company password reset portal and follow the instructions to create a new password.
My account is locked,account_access,Verify your login details and contact the IT support team to check or restore your account access.
The office internet is down please,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
IT support needed: how can i install software?,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
IT support needed: how do i connect to vpn?,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
I need help because the internet connection is not working,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
I need help because vpn is disconnected,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
How do I install Microsoft Office?,software_installation,Submit a software installation request through the company IT service portal. Only approved software should be installed.
VPN is not connecting urgently,vpn_access,"Open the approved company VPN application, enter your credentials, and connect to the authorized company network."
I need help because i cannot connect to office wifi,wifi_issue,"Check that WiFi is enabled, restart your device, and reconnect to the company network. Contact IT support if the issue continues."
Applications are taking too long to open urgently,slow_computer,"Restart the computer, close unnecessary applications, and check available storage. Contact IT support if the problem continues."
IT support needed: i received a suspicious email,security_issue,Do not open suspicious links or attachments. Report the incident immediately through the company's approved security reporting process.
